6b012c2aace69e17f3b4e1e09c5b6ecb	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Stappiaceae	D_5__Labrenzia	
7df2b7929b4c30bab534e2501f4d1c7d	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Oceanospirillales	D_4__Litoricolaceae	D_5__Litoricola	
6e5b3b5fa1f9627c6cfc0279b7d8b071	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Lentilitoribacter	
574cc33e4af8a02ecb304671aa141054	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Saprospiraceae	D_5__Lewinella	D_6__Lewinella nigricans
3ba76242934ee35bd18460f6cd0d065c	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
a13c9e1bf262f3cb4881d2a59b0eaa54	D_0__Bacteria	D_1__Acidobacteria	D_2__Thermoanaerobaculia	D_3__Thermoanaerobaculales	D_4__Thermoanaerobaculaceae	D_5__Subgroup 10	
e7a81ef9c7000a2d4bc89378150689e1	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae		
c45db55927c575695ebf7692495d0ec4	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	
d850926526c32487f1b1279207362ea8	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria Incertae Sedis			
3e1f1393ae7998460e45ddc5b8ca0c48	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Thiohalorhabdales	D_4__Thiohalorhabdaceae		
fb7b89b3bfcade882873ef47d423f472	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bacteriovoracaceae	D_5__Peredibacter	
cf77d06c40fa9994c61d327ed719c72a	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	D_6__Sphingomonas paucimobilis
046419b76413d9db93e258bc2f9e18e6	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Devosiaceae	D_5__Maritalea	D_6__Maritalea porphyrae
2ef9aa98643675a6601bfe5cf7e0ac84	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__PB19			
b4463e0d2d8400b11726aaf04df0fda6	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Rickettsiaceae	D_5__Candidatus Megaira	
cd979c5fe525028480b8b21a3b6f7fde	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micavibrionales	D_4__Micavibrionaceae		
206082980b2b4e605d4b2f4b2f2db660	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Terasakiellaceae		
e3ccd523726e70180b65ce7877290c7b	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae		
962ddc66edda3b1b229d818c1c732b19	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Paracoccus	
96f9b7496107a71a25874c4e76405bb9	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Terasakiellaceae		
230f5c2f0772a4317b5a8b25d43744c1	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae		
2563baa427127d02df5449a7b759518d	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Midichloriaceae	D_5__MD3-55	
b5aa69734e3ea9fe7bc1ceeda46307c5	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Lawsonella	
4de9603fab9e166178d3f176db87ed30	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae		
e77518ba18b0c943d625090a3876f9d3	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria		
4ed95b1bff9a9d58cf5418f5a81255cf	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Thalassospiraceae	D_5__Thalassospira	
7a62f4778f015c543873623f750615a1	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Bacillaceae	D_5__Bacillus	
c1c61b42334cbb3cab73a1c4398890b2	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Loktanella	D_6__Loktanella pyoseonensis
e9813e0cafba8b1a7e6a6a4fdf5ad7dd	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Terasakiellaceae	D_5__Aestuariispira	D_6__Aestuariispira insulae
d94316b6d98d227a9fe3710b6a183dc5	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Saprospiraceae		D_6__Saccharina japonica
fbd0678581bb0454f7fcfeca7cadd288	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Beijerinckiaceae	D_5__Methylobacterium	D_6__Methylobacterium aquaticum
9a728a77980630504422449d3142b393	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Saprospiraceae		
b6289c8879c45d87444103aaaa845669	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Erythrobacter	
7a0a56bfe86462d8401257b6502fd4dd	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Saprospiraceae		D_6__Saccharina japonica
07446c687e54e7821ac13a6e53f28610	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae		
5eea17e793b081eefa9ce6e86a408317	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae		
19bc0ddaba91e8b508a4ef34a019088b	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Dermacoccaceae	D_5__Dermacoccus	
ddb56ceab2c7090fab48d67c08912c7b	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Flammeovirgaceae	D_5__Flexithrix	
71df4ac3e58958b788c4f2ce6dceecd1	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Rhodopirellula	
4401929455d4107c9efa4ccb009f14b7	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
77972cd35884d5c610062f44d668e9fb	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Francisellales	D_4__Francisellaceae	D_5__Francisella	
534bb6a44e71f12d661d99326c33d68a	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Ectothiorhodospirales	D_4__Thioalkalispiraceae	D_5__SS1-B-09-64	
cffd4c859b8f35bd5109e61f1b9ce098	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Devosiaceae	D_5__Maritalea	D_6__Maritalea sp. ZJ6105
101b85a7d95b91db64e34397740751d4	D_0__Bacteria						
777c3d4e0f20a684db1260b09f52b947	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Paenibacillaceae	D_5__Paenibacillus	D_6__Paenibacillus humicus
7b42b84591054b79a5e15421a905077e	D_0__Bacteria	D_1__Chlamydiae	D_2__Chlamydiae	D_3__Chlamydiales	D_4__Chlamydiaceae		
970f530de3c2fd98fc2fbcd9c548d298	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Roseivivax	D_6__Roseivivax marinus
dd56410c0fff1700e747a61dfd197665	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micavibrionales	D_4__Micavibrionaceae		
2f9adcf29b2bc9eabc3cbde90721d68c	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Crocinitomicaceae	D_5__Crocinitomix	
063662c985f2ba53e84a3f7a5b699254	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Diplorickettsiales	D_4__Diplorickettsiaceae		
c1bb0e04fd6d78b5d6c142cbd1754e68	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Cryomorphaceae		
7f024cae7dae18cc0f1dc7e0f1d8b127	D_0__Bacteria	D_1__Chlamydiae	D_2__Chlamydiae	D_3__Chlamydiales	D_4__Criblamydiaceae		
e425905b16368bd9059e1c961409636e	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
df0747875384374f7b53da54aebf8737	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae		
de17aca579f8e4c957f2192d4334c89b	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Magnetospiraceae		
3cf1c3677b74a3ab095f77b115f0ec14	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__SM2D12		
caf7d91df227a700379a297185e0d1fb	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae		
b6e78b759d9a90ca8e6cac09ef650ae5	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales	D_4__Carnobacteriaceae	D_5__Granulicatella	
b65d855803ec1a51fcfca6f14ce34f6c	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria				
fc88bb9a4a9426a7ca863ca1e6239234	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	
e97823023d5af2cede0fbfef255d7eda	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Hyphomonadaceae	D_5__Hyphomonas	
1b943eaecd088e14a1d627a51914a471	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Propionibacteriales	D_4__Propionibacteriaceae	D_5__Cutibacterium	
6e49f8241a722f3397e1bea4c0d54471	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
4cf99e88bbe1ddc5977a7c603940eeec	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__PB19			
9b76ec08162c5cc6ff9f43e823de6211	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Magnetospiraceae	D_5__Magnetospira	
5ff3e42a4964c3176b6c22afe885e0cb	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales	D_4__Lactobacillaceae	D_5__Lactobacillus	
1bea5ccf2dcc065f874e28f58b0a0c65	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micavibrionales	D_4__Micavibrionaceae		
0ae23b19ed2134869ab1dbfdb6270834	D_0__Bacteria						
0e87b0813b11d400bfefd4b14f30dc8a	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Pir4 lineage	
3f0349a687bdc04f0e1526efc8add17e	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Hyphomonadaceae	D_5__Maricaulis	
d4ed5422097804cc35164bf4b38c3f46	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__NRL2			
876826f3480f487da8c7c723faf6c719	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Ruegeria	
4b9e90e95af1f659c5c844336294c895	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae	D_5__Reichenbachiella	
6ec28eb6534d35e11b82cda18d52c92d	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
b550ebfd6bef3c85e4b8aeff418f94ea	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Saprospiraceae		
5cca48d970b3f35202410f6160eb087a	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Magnetospiraceae		
a183381b5716eacee89bada90f967a0d	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Cryomorphaceae		
21933337955353b2bd7c994c7b0cad34	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Cryomorphaceae		
84a9a30a30af9d0b4fb0f6227c87bc51	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Blfdi19		
26a930ff8d7ae487ae9b3beaf07b53ca	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Vibrionales	D_4__Vibrionaceae	D_5__Vibrio	
18dc0f205ea1bd411d38d4da7c881750	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Xanthomonadales	D_4__Xanthomonadaceae	D_5__Stenotrophomonas	
8fb50bdde508264892674f1dc073a436	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Comamonas	D_6__Comamonas denitrificans
6541c8195b9a827da2871375b9eec820	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bradymonadales			
f44015dd45e09a3a6e0c4248b42487c2	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Cellvibrionales			
7eb2bc98c0e2abf1ca012b20323500e9	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Family XII	D_5__Exiguobacterium	
a49d0485227f9170fda7e1409cb2c3cd	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Saprospiraceae	D_5__Phaeodactylibacter	
c45d52b4cd2022b16b5e4bd5dcd774ad	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Incertae Sedis			
d30f7b92187d464625cfd47c5b454dab	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Rickettsiaceae		
77b0e2b224d38acb5adc45a8130f55e9	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micavibrionales			
102a9a41c9b0b45c7c450dce09baf39c	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Micrococcaceae	D_5__Kocuria	
6a480d30d50b97b67a5ad3e8f48ee7d5	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Nitrosococcales	D_4__Methylophagaceae	D_5__Methylophaga	
435f99cfb4248f976445bf7a28ba0cb8	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__Bdellovibrio	
b6a7348c601745ee20d78d31ff026726	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Roseovarius	D_6__Roseovarius atlanticus
6ed2b0b5a1e3e9de62608d2feb43b790	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__OM27 clade	
43332b617e545d6e53874f43424fbfd4	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Moraxellaceae	D_5__Enhydrobacter	
f67f2934123e473cfbca434b34dd960f	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
fbac50cbc7aa5c66be8a752de534a2a1	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Rickettsiaceae	D_5__Candidatus Megaira	
db0e0a2359454f3c377451ca51ce299c	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium 1	
a88422d6c27e5cb3f1c8a577ea10f7f6	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales	D_4__Streptococcaceae	D_5__Streptococcus	
e7627802c24616be387b8ba99e367dc0	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Thalassobaculales	D_4__Thalassobaculaceae	D_5__Thalassobaculum	
6d74940ef9190fccf501134156ac7f98	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium 1	
e332e718556395ac2d1fd24594b998a9	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Coxiellales	D_4__Coxiellaceae	D_5__Coxiella	
8c7d9b2e2bccc4eb3aa575c964e27158	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae		
68ab9ec7b1e08e1abe20dd457f2ac931	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bacteriovoracaceae	D_5__Peredibacter	
2f1eae83620e85e9ba001febdc0352e6	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__OM27 clade	
cfb70479c336df5e9e6e0f0c4c4ebc5a	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Weeksellaceae	D_5__Elizabethkingia	D_6__Elizabethkingia meningoseptica
51c375d206cafd280eb50de0fca53a40	D_0__Bacteria	D_1__Planctomycetes	D_2__OM190	D_3__uncultured Planctomycetaceae			
8358a4d1037812507d83465dc3a8b691	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__P3OB-42		
049dcad56eb849d112e6d98943dd35c9	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Comamonas	D_6__Comamonas
593175b6dcc0909572f9743e2fbfdaae	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Rhodocyclaceae	D_5__Zoogloea	
3602956f6d798ebbfc8ddcdb30be49e4	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Cellvibrionales	D_4__BD2-7		
ceab1fd2174beba32e93cb915012e115	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Massilia	
671c3e66ba255fc3135a49a6e6950542	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Hymenobacteraceae	D_5__Hymenobacter	
1e947c405f8ed208bac5218cc7246ef3	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Cryomorphaceae		
5e18fd0fd6e0d01bdb7960e7b02b79e1	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__Exanthemachrysis gayraliae	D_5__Exanthemachrysis gayraliae	D_6__Exanthemachrysis gayraliae
f6e728b007115ddcc70dc631723254e6	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Thalassobaculales	D_4__Nisaeaceae	D_5__Nisaea	
eed6ed8abc419dfa59aed7018e5104b1	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__Microtrichales	D_4__Microtrichaceae	D_5__Sva0996 marine group	
51d253bf68316060be4f05194b7dae81	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__OM182 clade			
f380e6f4c11cc284c9a0072f92d57777	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Micrococcaceae	D_5__Micrococcus	
579c0435b7480d10a84050699ec2e7fb	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Ga0077536			
de7063f095280ecd5a69eb6789922cd2	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae	D_5__Fulvivirga	
7fe77472482b3a550b77188e1c68c155	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae	D_5__Bradyrhizobium	
616612cb413106398e6448fc855a0680	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Weeksellaceae	D_5__Bergeyella	
d20caf2c536b151644d2f52f4401998f	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__KI89A clade			
d6e9c6211d0c93167e8e5c4d32582dd8	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales	D_4__Carnobacteriaceae	D_5__Atopostipes	
c20973acfad5e95c24367230e1895e4c	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Bacteroidales	D_4__Prevotellaceae	D_5__Prevotella	D_6__Chlamydia trachomatis
4d9328515956b0a2e67101c496cd7d3f	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Midichloriaceae	D_5__Candidatus Jidaibacter	
37e2e96eab0d08262fe4d10eb9a89ade	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__F9P41300-M23			
5049b327729a4b30c12afe5412f8faa2	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria				
f6c6e74a795587167557b027d671a406	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Turicella	
fbdbff40817ccabee67dc354ae74668b	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
38b2183177aaea26a40c90855a6f6521	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Magnetospiraceae		
c5a869cf971617feb7dffe8fbc1fc900	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Hymenobacteraceae	D_5__Adhaeribacter	
782fe22a137987b6998cc823fa7175a4	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bradymonadales			
39d0ab69b4a22535fac15b117f8491f1	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Amoebophilaceae	D_5__Candidatus Amoebophilus	D_6__Diplonema papillatum
e6adc86b0ce6d014fd258412ef2eae77	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Staphylococcaceae	D_5__Staphylococcus	
c00414e56a2ed1d53a90d37d719e1ca2	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Arenicellales	D_4__Arenicellaceae	D_5__Arenicella	
ec90c9aefcc290cf8194d218a13d7ea2	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__OM27 clade	
52ef078d35c8cdc45cc346914276e223	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Cellvibrionales	D_4__Cellvibrionaceae	D_5__Candidatus Endobugula	
d03f852354f831c0e2177f3b67930e83	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__Bdellovibrio	
4c5f3ad9170f98841b1a61e3788062d2	D_0__Bacteria	D_1__Chlamydiae	D_2__Chlamydiae	D_3__Chlamydiales	D_4__Simkaniaceae	D_5__Candidatus Rhabdochlamydia	
95ec5221fbc13b6bd2d2d06d524d5016	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Legionellales	D_4__Legionellaceae		
3d9beeac23f4876e7c6ed2de48daaac3	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Flavobacteriaceae	D_5__Nonlabens	
7bf09996b799019d6d9f34ed854dca03	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales	D_4__Streptococcaceae	D_5__Streptococcus	
95a8e7e37b4e93a4087a5d619589d8e4	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Hyphomonadaceae	D_5__Hellea	
435980b3639e6be968e665b1b84309e0	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Micrococcaceae	D_5__Micrococcus	
7729734fbb9bf255ffb058259638c810	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium 1	D_6__Corynebacterium kroppenstedtii
59442d0e5c66b676a17772b8cea1b52e	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium 1	
b6b59fbcf5613ba22f048da1ff1264d8	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micavibrionales	D_4__Micavibrionaceae		
d91bb93f688d4fbaa910dcbc3ff2a055	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Flavobacteriaceae	D_5__Flagellimonas	
ecc9286181730048ef8bb6b61c034c74	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
8288064861895204c870e09e92cc44c5	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Roseovarius	
4d5157b8ada876e74cc74f7ebea41f29	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__P3OB-42		
7dd5551886c7b46e274551f7a8c04e23	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
